label,cleaned_message
spam,cd 4u congratulation ur awarded 500 cd gift voucher 125 gift guaranteed freeentry 2 100 wkly draw xt music 87066 tncs url
spam,cash prize 5000
spam,selected 15000 cash prize call now
ham,cool fun practicing making baby
ham,kallis dismissial 2nd test
spam,today voda number ending 7548 selected receive 350 award match please call phone 0 quoting claim code 4041 standard rate app
spam,lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap 82468
ham,plan valentine day 14 feb
spam,exclusive deal 55
ham,even u dont get trouble convincing tel twice tel neglect msg dont c read dont reply
ham,shall send exe mail id
spam,phone urgent 2nd attempt contact u u 1250 call phone 3 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary max 7 50
spam,santa calling would little one like call santa xmas eve call phone 3 book time
spam,5000 international contest
spam,limited offer 25 speaker
spam,phone 01 2 000 price claim call phone 1
spam,winner valued network customer hvae selected receive 900 reward collect call phone 4 valid 24 hour acl03530150pm
ham,aight yo dat straight dogg
ham,captain room
spam,send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve phone 9 87077
spam,congratulation selected tv
spam,urgent please update bank account information
spam,dear customer pay2tmkyc expired bl0cked within 24 hour please contact customer care ph phone immediately verify
ham,ok later showing around 8 8 30 want cld drink wld prefer spend money nosh mind nxt wk
spam,4 chance 2 win 40gb ipod 250 cash every wk txt pod 84128 c url custcare phone 0
spam,phone 1 rodger burn msg tried call reply sm free nokia mobile free camcorder please call phone 5 delivery tomorrow
spam,dear v0daf0ne customer w1nner r 1 00 000 guaranteed prize final attempt contact claim call phone
spam,limited offer 50 laptop
spam,b4u voucher w c 27 03 marsms log onto url discount credit opt reply stop customer care call phone 8
spam,free entry weekly draw reply click enter
ham,wish relaxing
ham,meeting call later 4
ham,wat time liao still got
ham,u today
spam,received 2500 refund please verify
ham,specialisation work slave labor look month sha co shakara 4 beggar
spam,get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 url original n best tone 3gbp network operator rate apply
ham,dnt worry use ice piece cloth pack also take 2 tablet
spam,sm service inclusive text credit pls gotto url login 3qxj9 unsubscribe stop extra charge help phone 5 comuk 220cm2 9ae
ham,family responding anything room went home diwali one called coming make feel like died
spam,100000 national contest
spam,exclusive deal 40
ham,ya even cooky jelly
spam,special offer get 70 headphone
spam,boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt
ham,jay snickering tell x totally spoiling chord speak
ham,stop wondering wow ever going stop tm ing tm whenever want mine laugh
spam,url monthlysubscription 50p msg max6 month csc web age16 2stop txt stop
spam,winner selected laptop
spam,want explicit sex 30 sec ring phone 4 cost 20p min gsex pobox 2667 wc1n 3xx
spam,urgent trying contact last weekend draw show u 1000 prize guaranteed call phone 5 claim code k52 valid 12hrs 150p pm
ham,didnt get anything da
spam,6171 rmo 00 aeon r 4399 charged card num 97 lazo klia2 19 10 2016 call phone perform txn code356931
ham,wanted say holy shit guy kidding bud
ham,lami dear tough
spam,2 2 146tf150p win ticket call phone 2
ham,r u sam p eachother meet go 2 house
spam,gent trying contact last weekend draw show 1000 prize guaranteed call phone 0 claim code k52 valid 12hrs 150ppm
ham,pls dont play others life
ham,get chicken broth want ramen unless know
ham,anyone calling mobile co asks u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card
ham,awake oh
spam,special offer get 60 tablet
ham,well general price lt gt oz let know much want
ham,daily text favour time
spam,thanks 4 continued support question week enter u in2 draw 4 100 cash name new u president txt 80082
ham,gram usually run like lt gt half eighth smarter though get almost whole second gram lt gt
ham,feb lt gt love u day send dis ur valued frnds evn 3 come back u gt married person u luv u ignore dis u lose ur luv 4 evr
ham,hey veggie pizza
spam,n 45days reduce fat 8 inch use sauna slim belt 650 vibration belt 999 ncr 50rs extra free yoko call phone 931130487
spam,rate revsng soon xperience beachside living supertch holiday village xpandabl villa yamuna xprswaysize 1575 2200 sf 27 lac onwrdscall phone
spam,earned 100 reward
spam,current leading bid 151 pause auction send customer care phone 0
ham,forgot take 3 year shower sorry phone dead yet
spam,smsservices yourinclusive text credit pls goto url login 3qxj9 unsubscribe stop extra charge help phone 5 comuk 220 cm2 9ae
ham,co want thing
spam,please stay home encourage notion staying home tax paying citizen entitled 305 96 emergency refund smsg io fcvbd
ham,annoying turn fun trip annoying day want
ham,dont shall buy one dear
ham,geeeee internet really bad today eh
ham,cramp stopped going back sleep
spam,reply win 100 weekly professional sport tiger wood play send stop 87239 end service
spam,limited offer 60 camera
ham,yeah got one lined u
spam,winner valued network customer selected receivea 900 prize reward claim call phone 2 claim code kl345
spam,special offer 25
ham,wonder got online love gone net cafe get phone recharged friend net think boytoy
spam,dating two started sent text talk sport radio last week connection think coincidence
ham,weekend fine excuse much decorating
spam,50000 national contest
ham,sorry call later 30 min
spam,spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed phone 2150p per logo pic
spam,send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve phone 9 87077 yahoo pobox36504w45wq txtno 4 ad 150p
ham,okie wan meet bishan co bishan driving today
ham,man bus slow think gonna get
ham,whole car appreciated last two dad map reading semi argument apart thing going ok p
spam,please complete registration process using service code 943 tid phone 38
ham,wah lucky man save money hee
spam,yes place town meet exciting adult single uk txt chat 86688 150p msg
ham,pick 5 15pm go taunton still want come
spam,special offer get 80 camera
ham,great job report
ham,ok ok ok whats ur today plan together
ham,fear fainting housework quick cuppa
ham,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
spam,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free phone 7 update or2stoptxt
spam,earned 7500 reward
spam,special offer 25
ham,turn friend staying whole show back til time feel free go ahead smoke worth worth
ham,vote wherever heart guide
ham,get ready moan scream
ham,need strong arm
spam,enjoy jamster videosound gold club credit 2 new videosounds 2 logo musicnews get fun jamster co uk 16 help call phone 6
spam,talk sexy make new friend fall love world discreet text dating service text vip 83110 see could meet
spam,congratulation selected macbook pro
ham,old orchard near univ
ham,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent pls reply
ham,trying reach without success
spam,limited offer 65 tv
spam,100000 national contest
ham,screaming mean shouting
ham,good evening ttyl
spam,debit card need immediate attention
ham,way make sure u get train worc foregate street shrub hill fun night x
ham,hey want drink
ham,ok lor vey good
spam,congratulation week competition draw u 1450 prize claim call phone 2 c stop sm phone 8
ham,gud ni8 swt drms take care
ham,party alex nichols
spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy com txt one name 89693
ham,lol alright thinkin haha
spam,ur awarded city break could win 200 summer shopping spree every wk txt store 88039 skilgme tscs phone 31winawk age16 1 50perwksub
spam,selected 5000 cash prize call now
ham,good night going sleep
ham,also hi wesley
ham,message phone holding
ham,dunno da next show aft 6 850 toa payoh got 650
spam,limited offer 40 camera
spam,congrats 2 mobile 3g videophones r call phone 0 videochat wid ur mate play java game dload polyph music noline rentl
ham,easy ah sen got selected mean good
spam,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free phone 8 update
ham,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy message sent day ago
ham,babe love cover face kiss
spam,someone contacted dating service entered phone fancy find call landline phone 4 pobox12n146tf150p
ham,oh shut omg yesterday dream 2 kid boy pissed kid boy even told mark dream changing diaper cause getting owed face
spam,congratulation laptop click claim
spam,earned 5000 reward
spam,get brand new mobile phone agent mob plus load goody info text mat 87021
ham,otherwise part time job tuition
ham,say happen
spam,free msg get gnarl barkley crazy ringtone totally free reply go message right
ham,tell friend plan valentine day
spam,special offer get 55 speaker
ham,watch lor saw swatch one thk quite ok ard 116 need 2nd opinion leh
ham,great trip india bring light everyone project everyone lucky see smile bye abiola
ham,sorry left phone upstairs ok might hectic would bird one fell swoop date
ham,tuition 330 hm go 1120 1205 one mind
spam,limited offer 80 camera
spam,special offer get 60 drone
spam,santa calling would little one like call santa xmas eve call phone 3 book time
spam,awarded sipix digital camera call phone 6 fromm landline delivery within 12 day
ham,life nothing wen v get everything life everything wen v miss something real value people wil realized absence gud mrng
spam,please call customer service representative phone 10am 9pm w0n guaranteed cash prize r 6 00 000 fl1pkart team
ham,painful word thought happy toughest thing earth toughest acting happy unspoken pain inside
ham,hmmm give one day
spam,chosen receive 350 award pls call claim number phone 1 collect award selected receive valued mobile customer
ham,k u also dont msg reply msg
ham,hey want shopping
ham,reached home tired talk u tomorrow
spam,b4u voucher w c 27 03 marsms log onto url discount credit opt reply stop customer care call phone 8
ham,love wine dine lady
ham,go home liao ask dad pick 6
spam,nokia 7250i get win free auction take part send nokia 86021
ham,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
ham,hi good mornin thanku wish u
spam,someonone know trying contact via dating service find could call mobile landline phone 7 box334sk38ch
spam,received 25000 refund please verify
ham,happy new year u
spam,please call amanda regard renewing upgrading current mobile handset free charge offer end today tel 0 phone subject c
spam,nationwide noticed debit card recently used 22 10 2016 15 04 43 apple online store 1500 00 gbp please urgently call fraud prevention phone 1 intl phone reply sm url
ham,time month mid time
ham,wen get spiritual deep great
ham,might come kerala 2 day prepared take leave finalise dont plan travel visit need finish urgent work
ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend love u
spam,transaction aud 590 3 made bank account 08 02 17 11 17 37 unauthorised follow link url
spam,special offer get 80 watch
spam,interflora late order interflora flower christmas call 0800 505060 place order midnight tomorrow
ham,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite
spam,thanks ringtone order reference number x49 mobile charged 4 50 tone arrive please call customer service phone 2
spam,limited time offer get 55 product
spam,5000 international contest
spam,special offer 25
ham,lmao nice 1
spam,limited offer 80 drone
spam,atm block dear customer due system upgrade atm card de activated activate call customer care phone
ham,first answer question
ham,need lar go engin co si art today
ham,wanna gym
ham,surely dont forgot come always touch
ham,unbelievable faglord
spam,email bank granite issue strong buy explosive pick member 300 nasdaq symbol cdgt 5 00 per
ham,cme want go ho 2morow wil cme got dear didnt say time
spam,week savamob member offer accessible call phone 2 detail savamob pobox 139 la3 2wu 1 50 week savamob offer mobile
spam,important message final contact attempt important message waiting customer claim dept expires 13 4 04 call phone 2
ham,geeeee internet really bad today eh
ham,hi msg office
ham,thought could go dinner treat seem ok
spam,special offer get 25 laptop
spam,congratulation selected macbook pro
spam,limited offer 80 gaming console
ham,7 esplanade mind giving lift co got car today
ham,oh ya got hip hop open haha thinking go jazz zoom cine actually tonight free leh kb lesson tonight
ham,also da feel yesterday night wait til 2day night dear
ham,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
ham,u meet fren dun wan meet ah muz b guy rite
spam,loan purpose even bad credit tenant welcome call noworriesloans com phone 1
ham,yes meet town co go gep home could text bus stop worry finished march ish
spam,need clear doubt exam experienced tutor help click away free helpdesk round clock logon eagetutor com call phone 1
ham,borrow ur bag ok
ham,problem
ham,u find time bus coz need sort stuff
spam,chat n date 0871750 77 11 bt national rate 5p min landline
ham,hey babe far 2 spun 2 spk da mo dead 2 da wrld sleeping da sofa day cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9 j x
spam,hi babe chloe r u smashed saturday night great weekend u missing sp visionsms com text stop stop 150p text
spam,special offer get 45 phone
ham,id onluy matter getting offcampus
spam,1000 weekly contest
ham,dun b sad dun thk abt already concentrate ur paper k
ham,sorry battery died come getting gram place
ham,hey buddy today
ham,issue right ill fix tomorrow
spam,urgent please call phone 0 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae c box 326 cw25wx 150 ppm
spam,special offer get 60 gaming console
ham,da good good player unsold
ham,hello drivby 0quit edrunk sorry iff pthis make senrd dnot dancce 2 drum n basq ihave fun 2nhite x ro xxxxxxx
spam,special offer get 75 drone
ham,wat da decision
ham,painful personal thought always try keep everybody happy time nobody recognises alone
ham,ok thk got u wan 2 come wat
spam,play cricex live india v netherlands match win ipad blackberry team india jersey end match logon url
spam,residential plot allotment new moradabad nearby holiday regency 5 hotal plot size 90 112 162 200 300 351 400sq mtr rate email call phone
ham,hiya u like hlday pic looked horrible took mo hows camp amrca thing speak soon serena
ham,bull plan go floating ikea without care world live mess another day
ham,u studying sch going home anyway b going 2 sch later
ham,alrite
spam,urgent please update gmail information
ham,serious money base
spam,winner selected rolex watch
spam,congratulation xbox series x click claim
spam,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066
ham,neither sterm voice studying fine sure thing resolved tho anyway fab hols
ham,dont know oh
ham,pain come worse time
ham,promise getting soon text morning let know made ok
spam,chosen receive 450 award pls call claim number phone 5 collect award selected receive valued mobile customer
spam,15000 national contest
ham,let grab pizza sometime
spam,exclusive deal 80
ham,ok come n pick u engin
spam,moby pub quiz win 200 high street prize u know new duchess cornwall txt first name 82277
spam,u secret admirer looking 2 make contact u find r reveal think ur special call phone 9
ham,miss much desparate recorded message left day listen hear sound voice love
spam,congratulation tablet
ham,smith waste da wanna gayle
spam,special offer get 40 tv
ham,gonna pick 1 burger way home even move pain killing
ham,haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight
spam,hi babe chloe r u smashed saturday night great weekend u missing sp visionsms com text stop stop 150p text
ham,way make sure u get train worc foregate street shrub hill fun night x
ham,dear umma called
ham,leave u always ignorant
ham,telling tell one treat hi hi hi
spam,special offer get 80 gaming console
ham,anything lor juz u lor
spam,exited specified 1 mile radius three separate occasion today penalty notice issued address held electoral roll info appeal filed gov uk cvpenalty stay home protect nh save life
ham,cooked rather nice salmon la
spam,chance reality fantasy show call phone 0 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
ham,dear chechi talk
spam,recieve tone within next 24hrs term condition please see channel u teletext pg 750
ham,haha yup hopefully lose kg mon hip hop go orchard weigh
spam,60 unit sold first 3 day unitech offer 2 3 bhk sec 70 grgn 5250 psf 1 5 yr interest free scheme call agni phone avail discount
spam,ripped get mobile content url call phone 0 poly true pix ringtones game six downloads 3
spam,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free phone 8 update
spam,dear paytm customer paytm kyc suspended paytm office ph phone account block within 24 hour thank paytm team
spam,want 750 anytime network min 150 text new video phone five pound per week call phone 2 reply delivery tomorrow
ham,accidentally deleted message resend please
spam,spjanuary male sale hot gay chat cheaper call phone 2 national rate 1 5p min cheap 7 8p min peak stop text call phone 4 10p min
spam,free nokia motorola upto 12mths 1 2price linerental 500 free x net min 100txt mth free b tooth call mobileupd8 phone 2 call 2optout d3wv
ham,goodmorning today late 3 min
ham,meeting call later 4
ham,awesome deal gate charles told last night uh yeah
spam,special offer get 70 headphone
ham,lunch online
ham,mistaken fact felt like would hurt show really know
ham,yo way could pick something tonight
ham,hav almost reached call unable connect u
ham,u got person story well
ham,hope great new semester wish best made greatness
spam,free message activate 500 free text message replying message word free term condition visit url
spam,account alert paypal requires verification
ham,uncle g checking rewarding month
spam,special offer get 30 speaker
spam,1 new message please call phone 3
ham,cant pick phone right call u back
spam,please call customer service representative freephone 0 phone 9am 11pm guaranteed 2000 cash 6000 prize
ham,ill obey
ham,call lt gt min thats ok
spam,limited offer 45 gaming console
spam,free entry weekly draw reply call enter
spam,special offer 55
spam,knock knock txt whose 80082 enter r weekly draw 4 250 gift voucher 4 store yr choice c url age16 stoptxtstop 1 50 week
ham,reached home tired come tomorro
spam,selected stay 1 250 top british hotel nothing holiday worth 350 claim call london phone 0 bx 526 sw73ss
spam,today vodafone number ending 4865 selected receive 350 award number match call phone 4 receive 350 award
ham,stop old man get build snowman snow angel snowball fight
spam,15000 seasonal contest
spam,limited time offer get 25 product
ham,cool come like lt gt ish
ham,promise getting soon text morning let know made ok
ham,ok give 5 minute think see btw alibi cutting hair whole time
spam,hot live fantasy call phone 0 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k
ham,gentle princess make sweet gentle love
spam,limited time offer get 25 product
spam,urgent please update debit card information
ham,god created gap btwn ur finger dat sum1 vry special fill gap holding ur hand plz dont ask created much gap leg
ham,anyway think secure anything lemme know want drive south chill
ham,hey whats plan sat
spam,urgent debit card compromised verify now
ham,forget pick bread
spam,urgent call phone 1from landline complimentary 4 ibiza holiday 10 000 cash await collection sae c po box 434 sk3 8wp 150ppm 18
ham,thanx 4 e brownie v nice
spam,come take little time child afraid dark become teenager want stay night
ham,sorry meeting call later
spam,themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap 82468
ham,angry happen dear
ham,u wake already wat u u picking u later rite taking sq825 reaching ard 7 smth 8 like dat u check e arrival time c ya soon
spam,urgent dear fl1pkart customer trying contact last weekend draw show w0n r 7 00 000 prize guaranteed call phone claim code l92 valid 12hrs
spam,bank alert business card blocked call immediately
spam,want new video phone750 anytime network min 150 text five pound per week call phone 0 reply delivery tomorrow
spam,80488 500 free text message valid 31 december 2005
ham,good night dear sleepwell amp take care
spam,reply win 100 weekly 2006 fifa world cup held send stop 87239 end service
ham,k u bored come home
ham,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided 2 aproach gal dt time truck speeding towards gal wn 2 hit girl boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily 2gthr drinking boost evrydy moral story hv free msg gud ni8
spam,boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt
ham,ok way home hi hi
ham,aah cuddle would lush need lot tea soup kind fumbling
ham,arr birthday today wish get oscar
spam,want new video phone 750 anytime network min half price line rental free text 3 month reply call phone 5 free delivery
spam,themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap 82468
ham,k girl waiting reception ah
spam,transaction aud 590 3 made bank account 08 02 17 11 17 37 unauthorised follow link url
ham,ok lor wat time finish
ham,creep
ham,chk ur belovd dict
spam,cash prize 100000
spam,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd8 phone 2 call 2optout
spam,special offer get 60 tv
spam,camera awarded sipix digital camera call phone 5 fromm landline delivery within 8 day
spam,congrats 2 mobile 3g videophones r call phone 0 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p
spam,splashmobile choose 1000 gr8 tone wk subscrition service weekly tone costing 300p u one credit kick back enjoy
spam,10000 holiday contest
spam,50000 weekly contest
ham,ever one foot
spam,limited offer 70 drone
ham,mark taking forever pick prescription pain coming back
ham,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u soon xxx
ham,justbeen overa week since broke already brain going mush
spam,urgent please update facebook information
ham,anytime
ham,yar lor u noe u used dat route
ham,ever green person irritates u always one love u vry much
ham,chikku nt yet ya free
spam,1 new message please call phone 0
spam,tkts euro2004 cup final 800 cash collect call phone 2
spam,rcv msg chat svc free hardcore service text go 69988 u get nothing u must age verify yr network try
ham,got new job bar airport satsgettin 4 47per hour mean lie keep touch
spam,18 day euro2004 kickoff u kept informed latest news result daily
spam,limited offer 25 speaker
ham,uncle canada wish guy great semester
ham,time conference start
spam,want funk ur fone weekly new tone reply tones2u 2 text url original n best
ham,r outside already
spam,2500 grand contest
ham,gr8 handle victoria island traffic plus album due
ham,yes said
ham,per request melle melle onnukoodi set callertune caller press 9 copy friend callertune
ham,happy birthday may ur dream come true
ham,engalnd telly decided let watch mia elliot kissing damn
ham,oh yah never cancel leh haha
spam,get sauna slim belt rs650 vibration sauna belt rs999 ncr rs50 extra reduce fat 5 inch free slim tea ph phone phone
ham,message truro hospital ext phone phone side
spam,dear subscriber ur draw 4 100 gift voucher b entered receipt correct elvis presley birthday txt answer 80062
ham,sry talk phone parent
spam,welcome please reply age gender begin e g 24m
ham,leave
spam,limited offer 75 laptop
ham,oh grand bit party mention cover charge probably first come first served
spam,maac leader 3d animation vfx multimedia gaming announces free seminar next bollywood 28may industry professional call phone pas
spam,wellness profile health checkup thyrocare cover heart thyroid kidney liver diabetes 63 wellness test home service 33 disc phone 4
spam,special offer get 40 tablet
spam,limited offer 90 laptop
spam,1 day left sawan ki bahar compt agent clias qualify competition win maximum prize sdm
ham,need ke qi bored izzit suddenly thk
spam,congratulation iphone 15
spam,urgent paypal compromised verify now
spam,limited offer 75 tablet
spam,congratulation diamond ring
ham,tell friend plan valentine day
spam,special offer get 75 watch
ham,ill obey
spam,urgent mobile 2 000 bonus caller prize 02 06 03 2nd attempt reach call phone 0 asap box97n7qp 150ppm
spam,congratulation winner august 1000 prize draw call phone 0 prize code 2309
ham,dai downloaded exe file run exe installing
spam,moby pub quiz win 200 high street prize u know new duchess cornwall txt first name 82277
spam,exited specified 1 mile radius three separate occasion today penalty notice issued address held electoral roll info appeal filed gov uk cvpenalty stay home protect nh save life
ham,oops let know roommate done
ham,madam regret disturbance might receive reference check dlf premarica kindly informed rgds rakhesh kerala
ham,mistaken fact felt like would hurt show really know
ham,wylie update weed dealer carlos went freedom class lunsford
ham,nothing
ham,got like lt gt get later though get whatever feel like
ham,dude ive seeing lotta corvette lately
spam,special offer get 45 drone
ham,lol hot air balloon
spam,please call customer service representative phone 10am 9pm w0n guaranteed cash prize r 10 00 000 fl1pkart team
spam,urgent please contact unclaimed bequest payment assigned beneficiary via email email regard gordon
ham,account number
ham,happened yo date
spam,nationwide noticed debit card recently used 25 10 2015 13 04 43 apple online store 1976 00 gbp please urgently call fraud preventaion phone 2 intl phone reply sm url
ham,watching telugu movie wat abt u
ham,actually send reminder today wonderful weekend
ham,come tomorrow di
ham,one day billion class right
ham,get tomorrow send
ham,oops let know roommate done
ham,adult would learn experience real danger dont like peep using drug dont need comment
ham,nope forgot show next week
ham,pls pls find aunt nike
spam,luxury holiday new york click claim
ham,ok wonderful
spam,today vodafone number ending 4882 selected receive 350 award number match call phone 4 receive 350 award
spam,account alert instagram requires verification
spam,get sauna slim belt rs650 vibration sauna belt rs999 ncr rs50 extra losefat 5 inch freeslim tea ph phone phone
ham,oh ok watching know
spam,congratulation vacation
ham,let grab tea sometime
ham,ok smart work
ham,love virat love u lot
spam,one call change life weight loss gain 5 25 kg side effect 100 ayurvedic product money back guarantee call phone phone
ham,oh really perform write paper go movie home midnight huh
ham,campus library
spam,final chance claim ur 150 worth discount voucher today text yes 85023 savamob member offer mobile c savamob pobox84 m263uz 3 00 sub 16
ham,beach
spam,special offer get 80 drone
ham,yeah see
ham,love set soul fire spark flame big rawring flame xoxo
spam,claim 10000 bonus now offer expires today
spam,500 grand contest
spam,special offer get 80 tablet
spam,urgent credit card compromised verify now
ham,thk wat eat tonight
spam,cash prize 10000
ham,sister cleared two round birla soft yesterday
ham,yes meet town co go gep home could text bus stop worry finished march ish
ham,haha yeah 2 oz kind shitload
spam,special offer get 50 speaker
ham,hey happy birthday
ham,finally happened aftr decade beer cheaper petrol goverment expects u drink drive
ham,easy ah u wll get selected good
spam,2nd time tried contact u u 400 prize 2 claim easy call phone 48 10p per minute bt national rate
ham,mm ask come enough
spam,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsms com text stop stopcost 150p phone 3
ham,watching surya movie 6 pm vijay movie pokkiri
ham,yup havent want go yoga call book
ham,hi probably much fun get message thought id txt u co im bored james farting night
spam,urgent please call phone 0 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae c box 326 cw25wx 150 ppm
spam,valued customer pleased advise following recent draw mobile awarded r 10 00 000 bonus prize call phone
spam,18 day euro2004 kickoff u kept informed latest news result daily
ham,yup thk cine better co need 2 go 2 plaza mah
ham,hey come online use msn
ham,supposed make still town though
spam,want 750 anytime network min 150 text new video phone five pound per week call phone 0 reply delivery tomorrow
ham,jordan got voted last nite
spam,private 2003 account statement phone 0 show 800 un redeemed point call phone 9 identifier code 40533 expires 31 10 04
ham,hi juan im coming home fri hey course expect welcome party lot present ill phone u get back load love nicky x x x x x x x x x
ham,freezing craving ice fml
ham,excited weekend
spam,25p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed phone 2 profit 2 charity
spam,upgrdcentre orange customer may claim free camera phone upgrade loyalty call 0 phone offer end 26th july c apply opt available
spam,freemsg hey buffy 25 love satisfy men home alone feeling randy reply 2 c pix qlynnbv help phone 0150p msg send stop stop txts
ham,know dat feelin pete wuld get em nuther place nuther time mayb
spam,dear matthew please call phone 1 landline complimentary 4 lux tenerife holiday 1000 cash await collection ppm150 sae c box334 sk38xh
ham,east coast
spam,phone urgent 2nd attempt contact u u 1250 call phone 3 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary max 7 50
ham,going got exciting karaoke type activity planned debating whether play football eve feeling lazy though
ham,ur paper e morn aft tmr
spam,urgent twitter compromised verify now
spam,special offer get 55 speaker
ham,hey booked kb sat already lesson going ah keep sat night free need meet confirm lodging
ham,loosu go hospital de dont let careless
spam,urgent call phone 1 landline complementary 4 tenerife holiday 10 000 cash await collection sae c po box 3 wa14 2px 150ppm 18 sender hol offer
spam,dear customer membership subscription expired
spam,urgent mobile number 2000 bonus caller prize 10 06 03 2nd attempt reach call phone 3 asap box 97n7qp 150ppm
spam,winner specially selected receive 1000 cash 2000 award speak live operator claim call phone 09am 7pm cost 10p
ham,yo class tmrw right
spam,message walmart click read
spam,winner valued network customer hvae selected receive 900 reward collect call phone 4 valid 24 hour acl03530150pm
spam,come take little time child afraid dark become teenager want stay night
ham,good morning plz call sir want talk u something urgent
spam,urgent please call phone 1 landline 5000 cash luxury 4 canary island holiday await collection c sae award 20m12aq 150ppm 16
ham,trying weekend v
spam,special offer get 65 tv
spam,important message walmart
spam,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 polys nokia 150p poly 200p 16
spam,2p per min call germany phone 5 bt line 2p per min check planettalkinstant com info c text stop opt
spam,special offer get 50 tablet
spam,u subscribed best mobile content service uk 3 per 10 day helpline phone 5
ham,bill 3 33 65 thats bad
ham,awesome deal gate charles told last night uh yeah
spam,dear customer u selected stay f1ve star hotel t0day draw holiday valued inr 5 00 000 dial phone claim
spam,limited offer 80 drone
ham,co want thing
spam,friendly reminder forget confirm sam update day url reply stop opt
spam,important message best buy
ham,k k good going
spam,exclusive deal 45
ham,eh sorry leh din c ur msg sad already lar watching tv u still office
ham,tomorrow going theatre come wherever u call tell come tomorrow
ham,good evening sir al salam wahleykkum sharing happy news grace god got offer tayseer tissco joined hope fine inshah allah meet sometime rakhesh visitor india
ham,might ax well im
ham,say slowly god love amp need clean heart blood send ten special people
spam,hello darling today would love chat dont tell look like sexy
spam,special offer get 90 drone
spam,limited offer 55 tablet
ham,tomorrow onwards eve 6 3 work
spam,urgent please call regarding internet
ham,headin towards busetop
spam,freemsg fav xmas tone reply real
ham,forgotten might couple buck send tomorrow k love ya
spam,hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsms com text stop stopcost 150p phone 3
ham,probably tomorrow even later tonight something going
ham,gift trying get throw cliff something
spam,got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack lucozade co uk wrc itcould u
spam,gmail suspended verify now
spam,hi phone 0 ibh customer loyalty offer new nokia6600 mobile 10 txtauction txt word start 81151
ham,back bit long co accident a30 divert via wadebridge brilliant weekend thanks speak soon lot love
spam,100000 grand contest
ham,prabha soryda realy frm heart sory
spam,limited offer 40 drone
spam,urgent call phone 1from landline complimentary 4 ibiza holiday 10 000 cash await collection sae c po box 434 sk3 8wp 150ppm 18
spam,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day phone 5 lucy x call 1 minmobsmorelkpobox177hp51fl
spam,atm block dear customer due system upgrade atm card bl0cked activate call customer care help phone
spam,stock news call mcleod russel earns intraday profit r 32 780 subscribe equity f advisory service visit url
